"RestaurantID";"City";"HotelName";"HotelTele";"HotelAddress";"RestaurantName";"RestaurantTele";"RestaurantAddress";"RestaurantOpenTime";"Introduction";"Price";"Park";"Smoke";"Location"
23;"北京";"北京康莱德酒店";"010-6584 6000";"中国北京市朝阳区东三环北路29号";"绯";" 010-65846310";"东三环北路29号康莱德酒店5楼";"18：00 - 02：00";"绯酒吧位于裙楼顶层，风格时尚而灵动。轻松、快乐的音乐和众多饮品、小吃伴客人度过美妙时光。户外花园中令人炫目的都市霓虹更将为宾客带来沉醉的回忆。 酒吧的户外休闲区、标志性吧台、露天花园及舞池无不让人流连忘返。在宾客品味各类美酒的同时，更有驻店DJ现场打碟，令宾客沉浸于欢快愉悦的派对气氛。 夜晚在众星点缀的迷人夜色中，随着激情动感的旋律舞动，尽情释放活力。200多种香槟，鸡尾酒、威士忌或白兰地，让欢乐的气氛达到极致。 紧邻时尚中心三里屯，绯酒吧得天独厚的位置是追捧潮流人士的最佳选择，是京城全新的夜生活热点。  营业时间：星期一至星期日 18:00-02:00酒吧经理：Frieda Hou预定电话：010.65846311         ";"78";"";"";0
24;"北京";"北京康莱德酒店";"010-6584 6000";"中国北京市朝阳区东三环北路29号";"威士忌吧";" 010-65846302 010-65846000";"东三环北路29号康莱德酒店2楼";"17:00-00:00";"威士忌吧坐落于连接酒店和裙楼的观景桥之上，拥有精致的氛围，是您在餐前或餐后小酌一杯的理想之地。 整个威士忌吧都以沉稳、厚重的深色装饰并配以红色座椅，散发出如威士忌般深厚而又不失性感的气息。精致的黑色酒柜中陈列着各式著名威士忌，如芝华士、帝王、杰克丹尼、皇冠和麦卡伦等60余种，是威士忌爱好者的天堂。 宾客可在此享受观景桥上的独特景致，选一款钟意的威士忌，琥珀色的琼浆摇曳于刚阳质感的酒杯中，透着光线欣赏它或是昏黄或是浅淡的柔美的色泽，释放着浓烈香气，将鼻子探入杯中，用力而短促地嗅一下，享受优质威士忌香味的丰韵，喝一小口，威士忌独有的醇厚接触舌头上的每一个味蕾，令人回味绵长。 营业时间：星期一至星期日 17:00-00:00酒吧负责人：Ashley Gao预定电话：010.65846255";"-";"";"";0
25;"北京";"北京康莱德酒店";"010-6584 6000";"中国北京市朝阳区东三环北路29号";"大堂酒廊";"";"";"";"大堂酒廊拥有迷人的时尚空间和舒适的沙发与座椅。这里是进行商务会谈或休闲聚会的最佳地点。或者，也可以带上一本好书，就着飘香的咖啡或茶，静静度过一段安逸的时光。 大堂酒廊最大的迷人之处就是高大的水晶珠帘墙，将整个酒廊自然地分为两个区域，珠帘墙上绘以寓意着吉祥欢乐、繁荣幸福的锦鲤，微风掠过，巨大的珠帘轻轻摆动，在阳光下熠熠生辉，两条朱红色的锦鲤若水中牡丹般嬉戏、游弋，带给人祥和之气。 珠帘正对着的玻璃墙让阳光尽情地洒在整个大堂酒廊中，营造出温馨愉悦的氛围，酒廊内所有的白色沙发与酒店外部的白色装饰交相辉映，尽显时尚与奢华的韵味，给宾客带来轻快、活力之感。 无论是在商务会谈的早晨，还是悠然自处的午后，或是休闲会友的夜晚，宾客都可在这里度过美好时光，一边享用各式美味的点心和饮品，一边欣赏落地窗外清新宜人的景致，在茶茗的清香和咖啡的香醇气息中，享受轻松愉悦的心情。  营业时间：星期一至星期日 07:00-00:00酒廊经理：Diana Ji预定电话：010.65846280餐厅优惠";"";"";"";0
26;"上海";"上海希尔顿酒店";"021-6248 0000";"中国上海市华山路250号";"李奥纳多";" 62480000-1850";"华山路250号希尔顿酒店1楼";"晚上6点至晚间10点半";" 位于上海希尔顿酒店大堂的李奥纳多餐厅是一家历史久远、蕴含着浓郁艺术氛围的餐厅。如今，餐厅被装点一新，并且新增了李奥纳多酒廊部分，营业面积有所提升的同时带给客人更为全面的服务，让众多热爱意大利珍馐的食客有了更多的空间和选择。以文艺复兴时期的著名画家李奥纳多达芬奇命名，李奥纳多已成为意式菜系餐厅的典范。褪去了繁复的装饰，李奥纳多俨然脱胎换骨般重生。在保留其艺术特质的同时，少了一份凝重，多了一份休闲和愉悦。全新的品牌餐盘，透露着经营者的巧思，镏金的饰边加上水波纹的盘饰彰显时尚品位。多幅李奥纳多达芬奇大师的画作摹本被重新排列组合，呈现出不一样的氛围。错落有致的餐桌被铺上纯白的桌布，传递给人一种温馨的居家感受。暖金与红褐交织融汇成为餐厅色彩的基调，与桌上绚烂悦目的百合相映成趣。明亮的烛光在餐厅里摇曳，映亮了淡米色壁纸上那十多幅达芬奇的摹本作品。蒙娜丽莎的笑容突显得格外美丽，却神秘而又忧饶，艺术的灵动弥漫在优雅的环境中，散发在欧式的开放式烹饪台上，回味在创意十足的可口菜肴之间。凭借着一种对健康美食的灵感和追求，李奥纳多尊崇天然、采料新鲜，带来独具创意、风味绝佳的意大利美食。餐厅总厨萨卢斯先生在美丽的意大利奥斯塔长大，虽然他还非常年轻，已然练就了一手成熟的烹饪技巧。他的足迹遍布整个欧洲，并先后来到日本和中国澳门美高梅金殿酒店担任重要职务。萨卢斯先生于2010年来到了上海希尔顿酒店。从他设计的全新菜单中，您可以感受到他对烹饪的热情和创意。他希望每位来宾都能获得激动人心的崭新体验。您可以发现新鲜有机无处不在，加以正宗而富有创意的烹饪，孕育了新时尚意式厨艺经典。愉悦舒适的就餐氛围，弥漫着意大利式的浪漫。怀优牛肉薄片，柠檬、榛仁油和帕米吉艾诺-瑞吉艾诺奶酪；自制乡村匹萨，莫佐瑞拉水牛奶酪、烤番茄、乳精干酪、伊比利亚火腿；美味的炖小牛肉胫，米兰式藏红花烩饭，再来一份苦巧克力热方旦，糖煮杏子，姜汁冰激凌挑动味蕾，并且配以多款精选意大利葡萄美酒。上海希尔顿酒店的李奥纳多餐厅已然成为意式菜系中的翘楚。我们新一任的餐厅经理Kyle正迫不及待地期盼带领他的客人领略意大利美食之旅。时光静静流淌，欧洲乡村民谣在空中悠扬，文艺复兴的灵感在这里延伸。预订电话：021-6248 0000转1850 营业时间：晚上6:00至晚上10:30 地         点：大堂";"291";"";"";0
27;"上海";"上海希尔顿酒店";"021-6248 0000";"中国上海市华山路250号";"连天阁";" 62480000-1860";"华山路250号希尔顿酒店1楼";"24小时";"沐浴明媚阳光的滋润，品尝现烤香气四溢的美味匹萨，体会手工糖果所带来的无限乐趣，这一切都在装饰一新并且全新开张的连天阁咖啡厅。步入连天阁，印入眼帘的是全景的玻璃天顶和开阔的餐厅视野，以原木和绿色为基调结合优美圆润的线条设计，简约之中透露着独特品位。昔日的连天阁摇身成为了健康美食的乐园！自助餐台中央点缀着各式蔬菜和香草，田园气息迎面而来。在这里，并非只有美味口感是关键所在，充满创想的厨师们更赋予丰富情感及无限想象，给于食物以生命力。上海希尔顿酒店一直孜孜不倦在对客服务方面引入新的理念，特别是餐饮服务方面，不断推陈出新。在连天阁，您不仅可以亲自挑选钟爱的蔬果，还能品尝到厨师现场为您调配的新鲜健康色拉。至于热菜，除了传统的烤肉和海鲜，我们还精心烹制了各式美味佳肴，挑动您的味蕾。同时，体会异国香草的魔力，感受日式料理的风情，新鲜出炉的匹萨与面包更是令人垂涎欲滴。佳肴俱至之时又岂能缺少香茗为伴？待专业茶师为您沏壶功夫茶，25种茶叶任您挑选。品茶香之淡雅，享阁中之静谧。若还觉得缺少什么的话，那就去我们的糖果工厂逛逛吧。回味儿时的童真，让孩子们释放创新的能量，获取灵感，混搭各式配料，制作出自己的专属糖果。值得一提的是，梦幻的纸杯蛋糕塔，成为了连天阁的绝对甜点主角。特别是对于女生们来说，各式各样色彩缤纷的松软蛋糕被点缀在华丽花边纸杯中，令人爱不释手。快来体验全新的连天阁咖啡厅概念自助餐吧品有机佳肴，享优质服务，过健康生活，踏绿色之旅。除却自助服务之外，更可以从融和了全球风味的菜单中点用您最喜爱的精烹佳肴，晚餐时分伴随点点烛光，聆听柔美乐曲，享受静谧时光。预订电话：021-6248 7777转1860 营业时间： 24小时营业 地        点： 大堂 ";"176";"";"";0
28;"上海";"上海希尔顿酒店";"021-6248 0000";"中国上海市华山路250号";"天府楼";" 021-62480000";"华山路250号希尔顿酒店39楼";"周一至周五 11:30~14:00,17:30-21:30周末 17:30-21:30";"品尝正宗川菜，感受中国饮食之精粹，透过39楼的窗口, 看日夜演绎的上海故事。大厨谢正杰从天府之国、麻辣之乡成都带来的国粹川菜，您在位于上海希尔顿酒店的天府楼就能品尝。天府楼是上海地理位置最高的一家著名川菜餐厅，其倍受推崇的原因有三：壮丽开阔的视野，质高味美的菜肴和面面俱到的服务。餐厅内饰有唐朝石雕，就餐氛围宁静典雅，景致秀丽宜人、步步成趣。每晚的古筝演奏更令就餐别有一番情趣。附设的贵宾包厢可容纳14位来宾。谢厨师烹饪所使用的香草和调味料每天从成都空运而来，以确保菜肴的品样均佳。新菜单加入了极受欢迎的凤尾鱼翅汤，干烧龙虾，还有著名的成都樟茶鸭。其他特色菜肴包括干烧肉末桂鱼、宫煲肉丁、鱼香肉丝、核桃泥、杏仁豆腐和四川担担面。从成都各大餐厅到上海，谢厨师拥有三十年烹饪川菜的经验。在他的执掌下，天府楼被知名媒体《艺术家》和《周末画报》等几度评为上海最佳川菜餐厅。天府楼还获得上海最佳川菜餐厅餐桌奖。此奖为著名的新加坡餐桌媒体集团专设，奖励香港、吉隆坡、上海及新加坡的最佳餐厅。以其高端的品位和服务又获得了《富世》杂志授予的传世美食大赏，及《高峰》杂志授予的 Best of the Best大奖。预订电话： 6248 0000转1890 营业时间： 11点 30 分-2点30分 （周一至周五）                        晚餐：6点-10点30分（周一至周日）地        点：39层";"185";"";"";0
29;"上海";"上海希尔顿酒店";"021-6248 0000";"中国上海市华山路250号";"水上人家";" 021-62487777 62480000-1830";"华山路250号希尔顿酒店B1楼";"&quot;上午11点30分至下午2点30分（午餐）下午5点30分至晚间10点30分（晚餐）&quot;";"水上人家位于上海希尔顿酒店地下一层，是一家以创新宁波菜系为主的时尚摩登餐厅。由上海希尔顿酒店和汉通餐饮连锁公司友情合作。汉通连锁海鲜餐厅具备新鲜、优质、超值的特征。如今您身处上海，便可领略海鲜珍馔。新鲜海鲜和优质服务是我们成功的秘诀。我们只供应当天捕获的海鲜。清晨捕自东海和舟山群岛的海产，供应商上午就能运送到水上人家。来宾在中午光顾时，各色鲜活海鲜已经就绪、供人挑选，这里还有上好的鱼翅、鲍鱼。从酒店大堂中央循着淙淙水声拾级而下，首先映入眼帘的是一座寓意着吉祥富贵如意，游弋着888条小红鱼组成的生态景观池。推门而入，只见透明玻璃分隔着一间间错落有秩的贵宾包厢，顺着蜿蜒的涓涓细流分布在餐厅中央。设计新颖的水族箱在一旁矗立，形态各异的水族在其中。宁波蟹，龙虾，河虾，小鲨鱼，河鳗，银鲳鱼，苏眉，石斑蛤蜊，蛇，海观园， 来宾可任选鲜活水族让厨师立即烹饪，殷勤的迎宾小姐们还会为客人介绍用何种方式烹饪最为美味。 豆瓣酱蒸白蟹，锅烧河鳗，铁板蛏子，雪菜大汤黄鱼，还有，特色黄泥螺，这些仅仅是一百五十多种选择中的几道代表菜肴。水上人家倍受住店客户和店外来宾的赏识、推崇和好评，并多次被权威媒体评选为上海顶级百家餐厅之一。地        点：地下一层";"257";"";"";0
30;"上海";"上海希尔顿酒店";"021-6248 0000";"中国上海市华山路250号";"吧三十九";"";"";"";"广阔的视野加上三十九楼的独特位置，使吧三十九成为饱览上海繁华夜景的绝佳选择。更有现场乐队营造出优雅氛围。预订电话：021-6248 0000 转1880营业时间：晚上6:00至凌晨1:30地         点：39楼";"";"";"";0
31;"上海";"上海希尔顿酒店";"021-6248 0000";"中国上海市华山路250号";"静安廊";" 021-62487777 021-62480000";"华山路250号希尔顿酒店38楼";"尚无营业时间";"位于大堂的静安廊是您享用下午茶和商务会面的最好选择。这里还供应欧式早餐和各类饮料小食，每晚更有爵士乐队的现场表演。预订电话：021-6248 0000转1840营业时间：上午7:00至凌晨12:30 地         点：大堂";"141";"";"";0
32;"上海";"上海希尔顿酒店";"021-6248 0000";"中国上海市华山路250号";"美食角";" 62480000-1760";"华山路250号希尔顿酒店1楼";"早上7点至晚间10点";"位于酒店大堂的美食角以自制产品为特色。包括糕点、巧克力、肉制品、香肠和奶酪等。 预订电话：021-6248 0000转1760营业时间：上午7:00至晚上10:00 地       点：大堂";"43";"";"";0
33;"上海";"上海虹桥元一希尔顿酒店";"021-3323 6666";"上海红松东路1116号";"全日制餐厅-元";"";"";"";"元餐厅的各种风味美食花样百出，感受轻松怡人的氛围，您可以全天候品尝大厨们在明档厨房和美食摊档现场烹调的新鲜菜式，自助琳琅满目的中式、亚洲和地中海各国佳肴，饱尝寰宇的多元化风味。再点上一杯酒水吧独家特调的香桃冻饮，心中简直一片华彩乐章。餐厅还单独提供顶级澳洲牛排，火候刚好的5分熟牛排鲜嫩多汁，搭配精选酒单中的醇厚红酒，让享受达到极致。甜点台前同样让人驻足，所有甜品全部手工新鲜制作，焦糖炖蛋，各色巧克力，提拉米苏，个个诱人。甜点师力荐松露巧克力蛋糕，适中的甜度、馥郁的巧克力味和绵密的口感，是让人幸福和感动的甜品，堪称城中一绝。预订电话: 021 3323 6571位置: 虹桥元一希尔顿酒店 二号楼一层 点击下载：全日制元餐厅零点菜单乐享元餐厅 周日早午餐儿童烹饪教室   ";"";"";"";0
34;"上海";"上海虹桥元一希尔顿酒店";"021-3323 6666";"上海红松东路1116号";"驿动大堂吧";"";"";"";"来到驿动大堂吧，把酒言欢，这里充满了令您食指大动的各色茶点，鲜美醇香的咖啡，果汁，自制的馅饼，三明治和糕点还有黄昏时分的鸡尾酒。当夜幕徐徐降临时，您可以感受驿动的灵魂所在，在缓缓的律动和摇摆中体会忙里偷闲的怡情小趣。预订电话: 021 3323 6579位置:虹桥元一希尔顿酒店 二号楼一层 ";"";"";"";0
35;"上海";"上海虹桥元一希尔顿酒店";"021-3323 6666";"上海红松东路1116号";"红酒吧-蔓";"";"";"";"余韵上海，蔓漫葡香品味新旧世界葡萄酒的丝绸质感，深深沉迷在馥郁的细腻酒香。在;蔓吧，点上一支上好雪茄，享受陈年威士忌，或只是陶醉在蔓漫葡香。预订电话: 021 3323 6579位置: 虹桥元一希尔顿酒店 一号楼一层 ";"";"";"";0
36;"上海";"上海虹桥元一希尔顿酒店";"021-3323 6666";"上海红松东路1116号";"卡颂美味店";" 021-33236572";"红松东路1116号虹桥元一希尔顿酒店大堂西侧";"晚上9点收摊";"新鲜即制，叫人无法抗拒的巧克力、糕饼和点心，林林总总的面包、三明治和其他可口小点，不管任何时候光临都可以让您找到属于自己的美味最爱。营业时间: 早上7:00至晚上11:00 位置:虹桥元一希尔顿酒店 二号楼一层 ";"-";"";"";0
37;"上海";"上海虹桥元一希尔顿酒店";"021-3323 6666";"上海红松东路1116号";"行政酒廊";"";"";"";"上海虹桥元一希尔顿酒店行政酒廊位于3号楼3楼，是您个人休闲和举行小型会议的绝佳去处。营业时间: 早上七点至晚上十一点。入住行政楼的嘉宾可以专享行政酒廊。白天您可品味免费早餐、精美点心以及各式饮品。夜晚更有鸡尾酒为您带来斑斓心情。在行政酒廊您可以享受到:行政酒廊区域免费无线网络每个房间每次入住可免费使用2个小时会议室，并可享受传真，打印，复印等服务全天免费提供软饮及可口小食各类国际杂志和报纸免费自助早餐免费下午茶专享贵宾入住，退房礼遇礼宾服务每个房间每天免费熨烫一套衣服免费晚间鸡尾酒我们很高兴为您提供:早餐:周一至周五07.00-10.00周六和周日07.00-10.30下午茶:15.00-17.30晚间鸡尾酒:18.00- 20.30*食品及饮料仅限在行政酒廊享用位置: 虹桥元一希尔顿酒店 三号楼三层  ";"";"";"";0
38;"上海";"上海外滩华尔道夫酒店";"021-6322 9988";"上海市黄浦区中山东一路2号，中国";"百味园";" 021-63229988";"中山东一路2号华尔道夫酒店新塔楼";"营业时间： 早餐： 上午6.30 – 上午10.30 周一至周五 上午6.30 – 上午11.00 周六至周日 午餐： 上午11.30 –下午3.00 周日早午餐： 上午11.00 –下午3.00 11点开始于廊吧 晚餐： 下午5.30 – 晚上11.00";"‍‍‍‍‍‍置身于上海绝佳中心地带，百味园为您提供摩登现代却又不失惬意的用餐环境。精细打磨过的大理石台面和圆柱，抛光过的木制桌子，舒适的大厅和座椅，无一不散发着精心雕琢的奢华韵味，为您呈现源自纽约华尔道夫酒店的现代化曼哈顿餐厅般的环境。甄选优质季节性食材，厨师经典而简约的烹饪手法为您带来美味可口的欧陆式美味菜肴。 餐厅全天开放，宾客们可透过长长的展示厨房，观赏到厨师们展示其娴熟的烹饪技术。大快朵颐前，可先享用一支酒橱收藏的美酒，或是在吧台享用一杯浓浓的卡布其诺。通过落地窗可俯瞰整个用绿化打造的精美庭院，让您在熙熙攘攘的城市里享受一种难得的平静与自然。为宾客的私人聚会，百味园还设有两间私人包厢，每间包厢可容纳十个人；另有两间迷你包厢位于存酒阁内，是品尝各地美酒、享用浪漫晚餐的理想之地。 经典推荐菜品包括华尔道夫色拉、嫩烤金枪鱼、特色分享牛排和大理石巧克力蛋糕。周一至周六期间，宾客可享午市套餐与晚餐限时优惠；周日，百味园邀您共享沪上最负盛名的华尔道夫香槟早午餐饕餮之旅，为味蕾带来尊贵的享受。‍‍‍‍‍‍‍‍‍‍‍‍营业时间：早餐：　上午6:30 – 上午10:30（周一至周五）　　　　上午6:30 – 上午11:00（周六至周日）午餐：　上午11:30 – 下午3:00（周一至周六）早午餐：上午11:00 – 下午3:00（11点开始于廊吧，仅限周日）晚餐：　下午5:30 – 晚上11:00（周一至周日）‍‍席位数：160席，4间包房共有40席‍‍‍着装要求：商务正装、休闲服 地点：华尔道夫酒店下沉一‍‍‍‍层‍‍‍‍‍‍预订：请致电+86 21 63229988 或发送邮件至shawa.fb@waldorfastoria.com 餐厅菜单餐厅菜单";"316";"";"";0
39;"上海";"上海外滩华尔道夫酒店";"021-6322 9988";"上海市黄浦区中山东一路2号，中国";"Pelham's餐厅";" 63229988-3125";"中山东一路2号华尔道夫酒店L楼";"午餐：上午11：30—下午14：00（周一至周五） 晚餐： 下午18：00—晚上23：00（周一至周日）";"在这拥有古典魅力的上海外滩华尔道夫酒店里，Pelham's是一间让您感受到集优雅礼节与温馨私密一体，又不会过于正式的和谐风格的西餐厅。透明展示型厨房，让您的用餐体验仿佛是享受了一场精彩的晚间剧场演出。独具匠心的冰冻展示酒库兼饰两角，不仅体现了独特的私人空间，而且提供了超过500瓶的美酒及香槟可供选择。  拥有16年烹饪经验的主厨Dupas先生，曾在法国、英国和迪拜的多家顶级餐厅中任职。由他主理和设计的全新菜单，精选当季新鲜食材，延续摩登法式美食概念，以其精湛烹饪技艺和无限创意，演绎经典与摩登完美融合的法餐体验。鹅肝酱和牛鞑靼是Dupas称道的创意开胃菜。值得推荐的主菜包括波士顿龙虾和澳洲和牛里脊等。巧克力蛋奶酥和法式草莓蛋糕则是令人神往的法式甜点。此外，主厨Dupas还设计了七道式Pelham's经典套餐，令饕客们的味蕾得到前所未有的礼遇。 ‍‍营业时间：‍‍中午11:30 – 下午2:00（周一至周五）‍‍‍‍晚上6:00 – 晚上10:00（周一至周日）‍‍‍‍座位数：58座，1个包房可容纳12至16人‍‍‍‍着装要求：商务正装、休闲服‍‍‍‍地址：华尔道夫会所大堂楼层预订：请致电+86 21 63229988 或发送邮件至shawa.fb@waldorfastoria.com‍‍餐厅菜单餐厅菜单餐厅菜单";"419";"";"";0
40;"上海";"上海外滩华尔道夫酒店";"021-6322 9988";"上海市黄浦区中山东一路2号，中国";"蔚景阁中餐厅";"";"";"";"‍‍‍‍‍‍蔚景阁是一家现代化中餐厅，以各种有趣的中国古玩复制品和艺术展示为特色。走进这里，就仿佛进入了一间被人遗忘的阁楼。开放式的椽木天花板以及传统的中国栅格结构增添了""阁楼""的气氛。中央走廊的特色在于现代的背光灯墙，里面展示着中国""珍宝""和有趣的物品。‍‍具有中国艺术风格的室内设计与华尔道夫会所的传统结构相互辉映，营造出奢华的就餐环境。这里有6间个性化设计、布置的雅间，里面设计有专用休息室和洗手间。‍‍蔚景阁为您提供真正地道的中国佳肴，包括上海菜、广东菜和淮扬菜系，满足您挑剔的味觉。餐厅的另一特色是藏有500多瓶葡萄酒的酒窖，每一瓶都由酒师们精心挑选，除此之外，还有中国利口酒、白酒以及上等茶水可供选择。‍‍‍‍另外，蔚景阁的点心也因其地道的风味而广受好评，经典粤式点心与中国名茶任君选择。商务午餐套餐周一至周五供应。每周六和周日提供点心早午餐，可畅享各式粤沪点心。‍ ‍‍营业时间：午餐：上午11:30 – 下午2:30‍‍晚餐：下午5:30 – 晚上10:30‍‍‍‍席位数：120席‍‍，6‍‍间包房‍‍着装要求：商务正装、休闲服‍‍‍‍地点：华尔道夫会所五楼‍‍‍‍预订：请致电+86 21 63229988 或发送邮件至shawa.fb@waldorfastoria.com餐厅菜单";"";"";"";0
41;"上海";"上海外滩华尔道夫酒店";"021-6322 9988";"上海市黄浦区中山东一路2号，中国";"廊吧";" 021-63229988";"中山东一路2号华尔道夫酒店L楼";"周一至周六 下午16:00至凌晨1:00；周日 下午14:00至凌晨1:00";"‍‍‍‍上海总会（以前的俱乐部，其地址就是当今华尔道夫会所所在地）的廊吧闻名遐迩，在20世纪10年代早期，以拥有34米长的吧台，被誉为远东地区最长的吧台，给人留下了深刻的印象。如今，廊吧的原设计将重现于世，酒吧的每个元素和木护墙被认真研究并通过照片记录被复制。总体的风格用深色的木材镶以浅色的石面，配以深色的家具。‍‍廊吧供应各式各样的酒，包括鸡尾酒及原创制作的Waldorf Astoria Classics。有30多种国际和地方啤酒可供选择。对于那些热忠于雪茄的人来说，LONG BAR还有提供优质古巴雪茄、多米尼加雪茄和厄瓜多尔雪茄。‍‍生蚝品席(OYSTER BAR) ，将旧时的奢华带回今日。酒廊品席特别提供午间商务套餐：可口的主食搭配新鲜色拉，让您体验健康人生；同时在夜间提供美味的聚会小食，让您度过休闲放松的完美时光。这些别出心裁的创意为这座经典的酒吧带来一丝与众不同的趣味。‍‍‍‍当宾客在酒吧的尽头欣赏着外滩步行街迷人景色的同时，享受随着表演者带来的动感节奏而舞动的快感。爵士乐为这个经典的酒吧注入了新的灵魂。‍‍‍‍ ‍‍营业时间：下午4:00 – 次日凌晨1:00（周一至周六）‍‍下午2:00 – 次日凌晨1:00（周日）‍‍‍‍‍‍‍‍席位数：80席‍‍‍‍着装要求： 商务正装、休闲服‍‍‍‍‍‍地址：华尔道夫会所大堂楼层‍‍预订：请致电+86 21 63229988 或发送邮件至shawa.fb@waldorfastoria.com餐厅菜单餐厅菜单";"294";"";"";0
42;"上海";"上海外滩华尔道夫酒店";"021-6322 9988";"上海市黄浦区中山东一路2号，中国";"浦江汇";" 021-63229988";"中山东一路2号外滩华尔道夫酒店1楼";"中午14：00至晚上18:00";"‍‍浦江汇过去是上海总会男性会员忠于读报、了解最新新闻或抽一斗烟的阅读室，然而现在已成为华尔道夫会所传统建筑中略带粉饰的休闲廊。这里配有围坐的传统沙发和经典的瓷器柜，且色调更欢快、生动，采用了金黄色、棕色以及绿色的一系列葡萄酒色的点缀，使这里成为追求精致生活和高品位的您放松休闲的不二选择。‍‍‍‍‍‍‍‍‍‍‍‍‍‍浦江汇是宾客与朋友品咖啡、喝下午茶或香槟酒的理想去处。这里提供华尔道夫红丝绒下午茶，传统的三层点心架上精心摆放着精致小巧的三明治、茶点、各种开胃小食，以及经典的英式原味和葡萄干松饼。下午茶的行家还可从众多诱人甜点和泡芙中挑选心仪的美食。当然，负有盛名的红丝绒蛋糕绝对不容错过。浦江汇可谓是名副其实，在这里，宾客可以完全放松身心，同时可以欣赏城市浦东、外滩的美丽景色。‍‍ ‍‍‍‍‍‍‍‍‍‍‍‍营业时间：下午2:00 – 晚上6:00（周一至周五）‍‍‍下午1:30 – 晚上6:30（周六至周日）‍‍‍‍席位数：42席‍‍ ‍‍着装要求：商务正装、休闲服‍‍ ‍‍地点：华尔道夫会所大堂楼层‍‍预订：请致电+86 21 63229988 或发送邮件至shawa.fb@waldorfastoria.com";"365";"";"";0
43;"上海";"上海外滩华尔道夫酒店";"021-6322 9988";"上海市黄浦区中山东一路2号，中国";"羿庭";" 021-63229988";"中山东一路2号华尔道夫酒店新塔楼";"早9:00~晚11:00";"‍‍摩登雅致的羿庭是纽约华尔道夫同名餐厅的变体。羿庭是一间供应饮料和食物的酒廊。这间高档酒廊完美融合了华尔道夫经典氛围和明朗的现代感。购物间隙，可以来此吃顿便饭，小憩一会；亦可以邀约几位好友来此喝一杯下午茶，或与您的客户在此进行一场非正式的商务会面。此外，华尔道夫的特色菜肴也绝不会让您失望。‍‍‍‍羿庭，富有队列感的布置格局，使来此消费的宾客皆可一目了然。星星点点的圆桌隔断了长廊，给宾客提供了欢聚的私密空间。‍‍‍‍咖啡馆区域配有特色经典的手动咖啡机，并在羿庭远处角落配有一个特色吧台，为顾客提供私密的交流空间。一个封闭空间将羿庭与楼下的百味园与开放式厨房完美地连成一体。‍‍‍‍营业时间：早9:0‍‍0 - ‍‍晚11:00（下午茶：每日下午2:00 – 晚上6:00） ‍‍席位数：51席‍‍ ‍‍着装要求：商务正装、休闲服‍‍ ‍‍地点：华尔道夫酒店大堂楼层‍‍预订：请致电+86 21 63229988 或发送邮件至shawa.fb@waldorfastoria.com餐厅菜单";"342";"";"";0
44;"上海";"上海东锦江希尔顿逸林酒店";"021-5050 4888";"上海市浦东杨高南路889号";"晶水坊";" 021-50504888";"杨高南路889号东锦江希尔顿逸林酒店B1楼";"尚无营业时间";"装饰现代的晶水坊餐厅，为美食爱好者提供各种类型的广东美食和本帮佳肴，如香嫩多汁的越式牛肉粒，香脆可口的干煸花菜煲，鲜香爽口的双椒明虾球，经典美味的古法佛跳墙还有香浓酥脆的葱油麻球等经典美味菜肴等您来品尝。小桥流水人家，这里风景独好，餐厅内装饰典雅朴素，给您一个在喧闹城市内最惬意美好的用餐环境。餐厅位于西楼B1层，共设有150个餐位。设有两间贵宾包房。";"252";"";"";0
45;"上海";"上海东锦江希尔顿逸林酒店";"021-5050 4888";"上海市浦东杨高南路889号";"咖啡厅";" 021-50504888";"杨高南路889号东锦江大酒店46楼";"尚无营业时间";"一间彰显前沿时尚的自助餐厅咖啡厅，以其优雅的环境为特质，为客人提供了国际化的精选菜单，精选下午茶更是您商旅途中难得慵懒小憩的好选择。酒店行政总厨特别推荐喷香四溢的烤带骨肉眼牛排（配烤土豆及香料黄油）以及鲜香嫩滑的金枪鱼排，让您惬意地享受这舒适的灿烂时光。餐厅位于西楼1层，拥有170个餐位。  ";"223";"";"";0
46;"上海";"上海东锦江希尔顿逸林酒店";"021-5050 4888";"上海市浦东杨高南路889号";"大堂酒廊";"";"";"";"酒店内的优雅惬意的大堂酒廊，犹如身处自然光线的花园之中，在这里，您可以享用花色繁多的鸡尾酒、茶水等，更有惬意的下午茶来放松您的身心；无论您是商务客户还是度假旅游悠闲一族，香滑多汁的安格斯牛肉芝士汉堡与热腾腾的美味热狗无非是您小憩片刻的绝佳选择&hellip;&hellip; 餐厅位于西楼的一层，最适合100位客人用餐";"";"";"";0
47;"香港";"香港港丽酒店";"00852-2521 3838";"香港金钟道88号太古广场";"金叶庭";"";"";"";"位于酒店大堂低层的金叶庭装潢别具气派，散发着优雅的东方格调。米其林一星评誉中菜食府金叶庭提供的高级新派广东菜，为您带来精选点心以及各式经典的佳肴美馔。餐厅设有三间贵宾房，最适合12-16位客人用餐。 营业时间：  早餐   上午9时至上午11时（星期六丶日及公众假期）   午餐   中午11时30分至下午3时（星期一至六）/   中午11时至下午3时（星期日及公众假期）   晚餐   每日下午6时至晚上11时餐厅菜单";"";"";"";0
